id,id_ex,siret,gestion,date_creat,date_publi,nature,groupement,titre,objet,objet_social1,objet_social2,adr1,adr2,adr3,adrs_codepostal,libcom,dir_civilite,siteweb,observation,position,rup_mi,maj_time
332P1863000,1863000,,332P,1990-07-12,1990-08-08,D,S,GROUPEMENT INDEPENDANT DE PARENTS G.I.P.,Prendre en compte les interets de lenfant a lecole.,021005,000000,45 route de lOustaouvieil,,,33160,SAINT-AUBIN-DE-MEDOC,PM,,,A,,0001-01-01 00:00:00
332P1864300,1864300,,332P,1990-07-17,1990-08-08,D,S,ASSOCIATION POUR LA PROMOTION DE LAXE EUROPEEN BORDEAUX-VALENCIA,promouvoir la realisation de laxe europeen entre Bordeaux et  Valencia et mener toute action ayant un rapport avec cet objet,009050,000000,185 cours du Medoc,,,33076,BORDEAUX CEDEX,PM,,W332019350,R,,2015-11-19 09:29:50
332P1864500,1864500,,332P,1990-07-17,1990-08-08,D,S,ASSOCIATION DE DEFENSE DES INTERETS DU QUARTIER USINE A GAZ BORDEAUX NORD,Defense des interets et de la qualite de la vie des residents du quartier usine a gaz BORDEAUX NORD.,030012,000000,,,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1865900,1865900,,332P,1990-07-20,1990-08-08,D,S,ASSOCIATION TRYPTOFAN - ASSOCIATION DES ELEVES ET ANCIENS ELEVES DES SECTIONS BTS DU LYCEE TECHNIQUE SAINT LOUIS,Creer une entraide entre les eleves et anciens eleves des BTS du Lycee SAINT LOUIS.,015065,000000,Lycee Technique SAINT LOUIS -,Rue Jean Hameau,,33028,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1866000,1866000,,332P,1990-07-20,1990-08-08,D,S,COMPAGNIE DES DEUX MODES,Promouvoir et diffuser la danse.,006040,000000,Residence Les Tourelles - Tour no 3 -,Rue Winston Churchill,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1866500,1866500,,332P,1990-07-23,1990-08-22,D,S,KEEP SKATING CLUB GARDER LE CLUB DE SKATE,Construction dune mini rampe de skate permettant la pratique des sports de glisse skate et ceux qui en decoulent pour la creation dun club de skate.,011000,000000,Residence Val de lEau Bourde - Bat G -,Appt 76 - Rue Edouard Bourleau,,33140,VILLENAVE DORNON,PM,,,A,,0001-01-01 00:00:00
332P1868100,1868100,,332P,1990-08-01,1990-08-29,D,S,BASTIDONS,creer et developper sur le Canton de la Batisde des activites sociales culturelles sportives,006000,000000,17 bis cite Roturier,,,33100,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1868400,1868400,,332P,1990-01-01,1990-02-02,D,S,MOTOROLA JUDO CORPO BORDEAUX,Enseignement du judo au titre corporatif au sein du Comite den- treprise de la Societe MOTOROLA Semi conducteurs BORDEAUX S.A. section sport.,011000,000000,Avenue de la Jallere,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1868600,1868600,,332P,1990-08-02,1990-08-29,D,S,ASSOCIATION DES ELUS POUR LA NATURE EN AQUITAINE,,024040,000000,chez Mme Noel,81 rue Judaique,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1868700,1868700,,332P,1990-08-02,1990-08-29,D,S,MISSION POUR LA QUALITE DE LA VILLE,Veiller a une parfaite coherence dans lelaboration des projets qui interessent lurbanisme et lenvironnement.,024045,000000,Mairie,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1870000,1870000,,332P,1990-08-13,1990-09-12,D,S,ASSOCIATION DES HABITANTS DE VILLABOIS,Promouvoir un meilleur espace de vie ainsi quun environnement relationnel.,030010,000000,Maison des Associations,Place de lEglise,,33520,BRUGES,PM,,,A,,0001-01-01 00:00:00
332P1870300,1870300,,332P,1990-08-14,1990-09-12,D,S,ASSOCIATION POUR LA PROTECTION DE LARBRE,Sauvegarde et protection des forets et bois de hautes futaies.,019000,000000,Avenue et Residence de Charlin no 9,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1870600,1870600,,332P,1990-08-20,1990-09-12,D,S,DEVILS BORDEAUX,Organisation des supporters afin de soutenir au mieux le principal club de football de la ville de BORDEAUX.,011075,000000,Chez M. Francisco GARCIA,2 ter rue Vaucher,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1871500,1871500,,332P,1990-08-27,1990-09-19,D,S,ASSOCIATION DES VICTIMES DE LA FRANCHISE CHATTAWAK JUNIOR - AVIFRANC,Assurer la defense des victimes de la franchise Chattawak  Junior,030000,000000,S.A.R.L. DAME ET FLO,Centre Commercial dAuchan-Lac,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1873900,1873900,,332P,1990-09-13,1990-10-03,D,S,JAZZ A BLANQUEFORT,Faire decouvrir le jazz par les disques et les concerts.,006030,000000,Residence Cimbats II - Bat P6 E7 - Appt 112,,,33290,BLANQUEFORT,PM,,,A,,0001-01-01 00:00:00
332P1874000,1874000,,332P,1990-09-13,1990-10-03,D,S,FOOTBALL CLUB DE SAINT CHRISTOLY,Pratique du football en foot loisir.,011075,000000,Brasserie le XVIII - Place Saint Christoly,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1874100,1874100,,332P,1990-09-14,1990-10-03,D,S,BUREAU DETUDES ASTROLOGIQUES,,006000,000000,2 place Camille Pelletan,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1875200,1875200,,332P,1990-09-19,1990-10-17,D,S,RE - CREATION,Promouvoir et mettre en place tous les outils qui peuvent contri- buer a lexpression et a la diffusion de limage et du mot.,005000,000000,Clos Jolibois - Appt 3133 - Rue Maurian,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1877800,1877800,,332P,1990-10-01,1990-10-17,D,S,LASSOCIATION DES AMIS DE LIRLANDE,Regrouper des Irlandais ainsi que des amis de lIrlande afin de promouvoir la connaissance et lappreciation de lIrlande.,003015,006000,Association des Amis de lIrlande,5 rue Roger Allo,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1879000,1879000,,332P,1990-10-05,1990-10-24,D,S,LES ENSEIGNANTS DU BOUSCAT,Developper la pratique sportive et susciter des liens damitie,011000,011010,College Ausone - Avenue Ausone,,,33110,LE BOUSCAT,PM,,,A,,0001-01-01 00:00:00
332P1879700,1879700,,332P,1990-10-10,1990-10-31,D,S,CENTRE ENTREPRISES ET INNOVATION DE PESSAC,Promotion et appui au developpement economique et industriel de PESSAC.,022530,030000,Parc dActivite Canteranne,Avenue de Canteranne - Bat. 3 - 1er Etage,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1882500,1882500,,332P,1990-10-18,1990-11-07,D,S,INSTITUT DE RECHERCHE ET DEVOLUTION DE LA COIFFURE  IREC,,014000,000000,161 rue Guillaume Leblanc,,,33000,BORDEAUX,PM,,W332028329,R,,2019-08-08 10:52:36
332P1882800,1882800,,332P,1990-10-18,1990-11-07,D,S,FOOTBALL CLUB MANDEL,Promouvoir la pratique et le developpement du football.,011000,011075,81 ter rue Georges Bonnac,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1883400,1883400,,332P,1990-10-22,1990-11-12,D,S,TOUR DE GASSIES VELO T.G.V.,Cyclotourisme  pratiquer et encourager le developpement du tourisme a bicyclette.,011000,011180,Centre de la Tour de Gassies,Rue de la Tour de Gassies,,33520,BRUGES,PM,,,A,,0001-01-01 00:00:00
332P1883900,1883900,,332P,1990-10-23,1990-11-12,D,S,SECOURS FAMILIAL,Aide et assistance aux personnes et aux familles les plus demunies.,019000,021000,Residence La Chataigneraie - Bat. 1 -,Entree A - Logement 7,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1884600,1884600,,332P,1990-10-26,1990-11-12,D,S,ASSOCIATION POUR LA PROMOTION DE LATHLETISME EN REGION AQUITAINE A.P.A.R.A.,Promotion de lathletisme sous toutes ses formes en toute saison par lorganisation de manifestations sportives a caractere national et international.,011000,000000,Salle des Sports Stehelin,Rue Domion,,33200,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1885100,1885100,,332P,1990-10-29,1990-11-12,D,S,CENTRE PILOTE AVANCE POUR LINDUSTRIE DE LA CHAUSSURE EN AQUITAINE P.A.I.C.-A,,030000,000000,ENSAM - Esplanade des Arts et Metiers,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1886000,1886000,,332P,1990-11-05,1990-11-21,D,S,ASSOCIATION ASSO ENSAM CINE CLUB - ASSOCIATION DE LECOLE NATIONALE SUPERIEURE DARTS ET METIERS,,006000,015000,Esplanade des Arts et Metiers,,,33405,TALENCE CEDEX,PM,,,A,,0001-01-01 00:00:00
332P1886600,1886600,,332P,1990-11-08,1990-12-05,D,S,ASSOCIATION DES COMMERCANTS ARTISANS ET PROFESSIONS LIBERALES DU CENTRE COMMERCIAL DE SAIGE FORMANOIR,,014000,030012,Leader Price Saige,Centre Commercial Saige Formanoir,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1886800,1886800,,332P,0001-01-01,0001-01-01,D,S,ASSOCIATION POUR LE PLACEMENT DU PERSONNEL HOTELIER APPH,,014000,000000,9 rue Marbotin,,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1887600,1887600,,332P,1990-11-13,1990-11-21,D,S,ASSOCIATION MARIALE MA REINE DAMOUR,Faire connaitre par tous moyens legaux les apparitions de la Sainte Vierge Marie a San Martino Di Schio en Italie. Organiser des pelerinages sur le lieu de ces apparitions. Diffuser les messages donnes par la Ste Vierge.,040000,000000,56 bis rue du Petit Cardinal,,,33100,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1888300,1888300,,332P,0001-01-01,0001-01-01,D,S,FUSION COM,,007000,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1889200,1889200,,332P,1990-11-15,1990-12-05,D,S,CENTRE REGIONAL DES ENSEIGNANTS DOCCITAN DAQUITAINE CREO-AQUITANIA,,015000,015087,Centre Departemental de Documentation,Pedagogique de la Gironde - Rue Veyri,,33698,MERIGNAC CEDEX,PM,,,A,,0001-01-01 00:00:00
332P1890300,1890300,,332P,1990-11-21,0001-01-01,D,S,POUR LAVENIR DU CANTON,,030000,030010,MAIRIE,,,33160,SAINT-MEDARD-EN-JALLES,PM,,,A,,0001-01-01 00:00:00
332P1890500,1890500,,332P,1990-11-22,0001-01-01,D,S,ASSOCIATION USEP DE LECOLE MATERNELLE JEAN LURCAT LORMONT,,011000,011010,Ecole Maternelle Jean Lurcat,Rue Jean Lurcat,,33310,LORMONT,PM,,,A,,0001-01-01 00:00:00
332P1891800,1891800,,332P,1990-11-27,1990-12-26,D,S,HEMOGLOBINE,Promotion et pratique du jeu de role ainsi que toute activite pouvant sy rattacher.,007000,007005,Domaine de Raba,680 cours de la Liberation,,33405,TALENCE CEDEX,PM,,,A,,0001-01-01 00:00:00
332P1892400,1892400,,332P,1990-11-28,1990-12-26,D,S,BIOGESTIA - BIOTECHNOLOGIES ET GESTION DES INDUSTRIES AGRO-ALIMENTAIRES,,002020,030000,Association BIOGESTIA - ISTAB,avenue des Facultes,,33405,TALENCE CEDEX,PM,,,A,,0001-01-01 00:00:00
332P1893000,1893000,,332P,0001-01-01,0001-01-01,D,S,LES FRIMOUSSES,,014000,000000,25 avenue St Exupery,,,33520,BRUGES,PM,,,A,,0001-01-01 00:00:00
332P1893300,1893300,,332P,1990-11-29,1990-12-26,D,S,INFORMATION ET SYNTHESE,,005000,005020,222 bis rue Judaique,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1893500,1893500,,332P,1990-11-29,1990-12-26,D,S,ASSOCIATION DES MAROCAINS DE CENON  A.M.C ,,007000,000000,3 avenue Vincent Auriol,,,33150,CENON,PM,,,A,,0001-01-01 00:00:00
332P1893800,1893800,,332P,1990-12-04,1991-01-09,D,S,AMICALE DES ANCIENS DE LAERONAUTIQUE NAVALE REGION BORDEAUX-AQUITAINE,Entretenir des relations damitie et dentraide entre les anciens de laeronautique navale  faire percevoir a la nation limage de son aeronautique navale.,014000,000000,Centre Pierre Mendes-France,Parc de la Mairie,,33160,SAINT-MEDARD-EN-JALLES,PM,,,A,,0001-01-01 00:00:00
332P1894500,1894500,,332P,0001-01-01,0001-01-01,D,S,FOGGARA,,007000,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1895600,1895600,,332P,0001-01-01,0001-01-01,D,S,TOHU BOHU,,007000,000000,185 cours de la Marne,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1897300,1897300,,332P,0001-01-01,0001-01-01,D,S,ART ENTREPRISE,,006000,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1897400,1897400,,332P,0001-01-01,0001-01-01,D,S,AMICALE DES LOCATAIRES DES CITES SNCF DE LAVENUE THIER BORDEAUX BASTIDE,,032520,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1898000,1898000,,332P,1974-01-17,1974-02-02,D,S,ECOLE SUPERIEURE DAPPLICATION DES CORPS GRAS,,015000,000000,Parc Industriel,rue Monge,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1899300,1899300,,332P,0001-01-01,0001-01-01,D,S,MEDIC ALL STARS,,017000,000000,5 rue Bellus Mareilhac,,,33200,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1899700,1899700,,332P,1990-12-21,1991-01-16,D,S,CENTRE DETUDE ET DE DEVELOPPEMENT DES APPLICATIONS DES SCIENCES SOCIALES JUNIOR   C.E.D.A.S JUNIOR ,formation partique sociologique detudiants,006000,015065,Maison des Sciences de lHomme dAquitaine,Domaine Universitaire Esplanade des Antilles,,33405,TALENCE CEDEX,PM,,,A,,0001-01-01 00:00:00
332P1900000,1900000,,332P,1990-12-26,1991-01-23,D,S,DUFFOUR DUBERGIER,Interets des artisans et commercants ...,014000,030000,19 rue Duffour Dubergier,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1900400,1900400,,332P,0001-01-01,0001-01-01,D,S,ACTION JEUNES MAJEURS,,007000,000000,30 rue Marsan,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1900900,1900900,,332P,0001-01-01,0001-01-01,D,S,OPEN ALL NIGHT  OUVERT TOUTE LA NUIT deg,,007000,000000,20 RUE Jules Valles,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1901200,1901200,,332P,1991-01-04,1991-01-30,D,S,ASSOCIATION DES SAPEURS-POMPIERS DE LAEROPORT DE BORDEAUX MERIGNAC,,014000,030000,Service Securite Incendie - Aeroport de,Bordeaux - Cidex 73,,33700,MERIGNAC,PM,,W332034027,R,,2023-11-08 14:45:29
332P1902200,1902200,,332P,0001-01-01,0001-01-01,D,S,LADAKHITAINE,,007000,000000,2 rue Forestiere,,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1902400,1902400,,332P,1991-01-07,1991-01-30,D,S,UNION NATIONALE DES ANCIENS DES FORCES FRANCAISES EN REPUBLIQUE FEDERALE DALLEMAGNE UFFA,REGROUPER ET REPRESENTER LES MILITAIRES ET ANCIENS MILITAIRES AYANT SERVI DANS LES UNITES CONSTITUANT LES FORCES FRANCAISES EN REPUBLIQUE FEDERALE D ALLEMAGNE ETC........,010020,038105,Chez M. PAGE - Rce Bois dArcy - noA 221 rue,des Combattants dAfrique du Nord,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1902401,1902401,,332P,1991-08-09,0001-01-01,D,S,1ERE SECTION BORDEAUX,,010020,038105,,,,33400,talence,PM,,,A,,0001-01-01 00:00:00
332P1902402,1902402,,332P,1996-03-16,0001-01-01,D,S,SECTION Ndeg 2 DE LA ROCHE SUR YON,,010020,038105,,,,33400,talence,PM,,,A,,0001-01-01 00:00:00
332P1902500,1902500,,332P,0001-01-01,0001-01-01,D,S,ENTREE DES ARTISTES,,007000,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1903500,1903500,,332P,1991-01-09,1991-02-06,D,S,SURF  CO 95,Surf - Bodyboard et le Beach-Volley,011000,015065,Groupe ESC BORDEAUX,Domaine de Raba-680 Avenue de la Liberation,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1903800,1903800,,332P,1991-01-11,1991-02-06,D,S,LOISIR EVASION TOURISME,FAVORISER LES ECHANGES AVEC MAYOTTE ET ORGANISER DES COLONIES DE VACANCES.,009020,000000,Le Ruzat,,,33670,SADIRAC,PM,,,A,,0001-01-01 00:00:00
332P1904600,1904600,,332P,1991-01-15,1991-02-06,D,S,AMICALE DES ELEVES ET ANCIENNES ELEVES DE LAURENCE RAYMOND,,000000,000000,AEAELR chez Mme Daniele DAUGAREIL,28 rue Georges Bizet,,33160,SAINT-MEDARD-EN-JALLES,PM,,,A,,0001-01-01 00:00:00
332P1904700,1904700,,332P,0001-01-01,0001-01-01,D,S,SOCIETE COMMERCIALE TOUTELECTRICE FOOTBALL,,011075,000000,8083 quai de Queyries,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1904800,1904800,,332P,1991-01-15,1991-02-06,D,S,AGENCE INGENIERIE DEVELOPPEMENT COMMUNICATION,,002020,000000,7 rue de lEtang,,,33170,GRADIGNAN,PM,,W332028608,R,,2019-10-10 11:12:43
332P1905100,1905100,,332P,1991-01-16,1991-02-06,D,S,ASSOCIATION DES PARENTS DELEVES DU GROUPE SCOLAIRE RAYMOND POINCARE,Participer a la vie scolaire.,015005,000000,Ecole Raymond Poincare,32 avenue Georges Clemenceau,,33200,BORDEAUX,PM,,W332016223,R,,2013-11-12 15:49:59
332P1905900,1905900,,332P,0001-01-01,0001-01-01,D,S,ASSOCIATION SOLIDARITE DE SAINTE MARIE,,007000,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1906200,1906200,,332P,1991-01-22,0001-01-01,D,S,CAISSE RETRAITE INTERENTREPRISES VALUE CONSEIL,,007000,000000,6 rue de Lurbe,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1906500,1906500,,332P,0001-01-01,0001-01-01,D,S,ENTENTE DES STOMATOLOGUES CARBURIANS  ESTOCARB,,014000,017000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1907000,1907000,,332P,1991-01-24,1991-02-13,D,S,LA BOULE BEUTROISE,club 3eme age,009040,000000,Bar de lArgonne,212 av. de lArgonne,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1907600,1907600,,332P,0001-01-01,0001-01-01,D,S,GROUPEMENT EUROPEEN DES ARTS,,006000,000000,8 rue Segalier,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1908300,1908300,,332P,0001-01-01,0001-01-01,D,S,ASSOCIATION DU SACRE COEUR,,007000,019000,,,,33440,SAINT-LOUIS-DE-MONTFERRAND,PM,,,A,,0001-01-01 00:00:00
332P1908400,1908400,,332P,1991-01-29,1991-02-27,D,S,CENTRE DES JEUNES DIRIGEANTS - BORDEAUX C.J.D. BORDEAUX,,030000,000000,41 rue Durieu de Maisonneuve,,,33000,BORDEAUX,PM,,W332017718,R,,2014-10-29 11:18:41
332P1908500,1908500,,332P,0001-01-01,0001-01-01,D,S,ARCHE DALLIANCE,,007000,000000,,,,33400,TALENCE,PM,,W332018064,R,,2015-01-20 10:26:39
332P1908700,1908700,,332P,1991-01-29,1991-02-27,D,S,CICE DIFFUSION CENTRE DINFORMATION SUR LES COMMUNAUTES  EUROPEENNES,,030000,000000,2 place de la Bourse,,,33076,BORDEAUX CEDEX,PM,,,A,,0001-01-01 00:00:00
332P1909000,1909000,,332P,1991-01-30,1991-02-27,D,S,ASSOCIATION DES GIRONDINS DE BORDEAUX-TEAM  ESPRIT CLUB AUTO ,,011160,000000,96 avenue Leon Blum,,,33110,LE BOUSCAT,PM,,,A,,0001-01-01 00:00:00
332P1909100,1909100,,332P,1991-01-30,1991-02-27,D,S,ASSOCIATION DES ANCIENS ELEVES DE LESARC  A.A. ESARC ,,015070,000000,Campus de Bissy,83-97 avenue Bon Air,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1909500,1909500,,332P,1991-02-01,1991-02-27,D,S,ASSOCIATION INDEPENDANTE DE PARENTS DELEVES DU COLLEGE JULES FERRY DE MERIGNAC,,015005,000000,12 rue Frederic Mistral,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1909900,1909900,,332P,0001-01-01,0001-01-01,D,S,FINANCE PARTNERS,,030000,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1910000,1910000,,332P,0001-01-01,0001-01-01,D,S,EGLISE EVANGELIQUE DEYSINES,,040000,000000,131 avenue du Taillan,,,33320,EYSINES,PM,,,A,,0001-01-01 00:00:00
332P1910100,1910100,,332P,1991-02-01,1991-02-27,D,S,LES AMIS DU CONSERVATOIRE INTERNATIONAL DE LA PLAISANCE - A.C.I.P,,006000,007000,A.C.I.P.,Boulevard Alfred Daney,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1910200,1910200,,332P,0001-01-01,0001-01-01,D,S,ASSOCIATION DES MANDATAIRES AGENTS BS - AMABS,,019000,000000,2 avenue de Grimal,,,33200,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1910500,1910500,,332P,1991-02-05,1991-03-06,D,S,ASSOCIATION POUR LA RECHERCHE EN ALLERGOLOGIE ET IMMUNOLOGIE CLINIQUE ET SA DIFFUSION DANS LE SUD OUEST,,017000,000000,Hopital Pellegrin Consultation Allergologie,Bat PQR  Place Amelie Raba Leon,,33076,BORDEAUX CEDEX,PM,,,A,,0001-01-01 00:00:00
332P1910900,1910900,,332P,0001-01-01,0001-01-01,D,S,ASSOCIATION USEP DE LECOLE PUBLIQUE PAUL BERT,,011010,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1911100,1911100,,332P,1991-02-06,1991-03-06,D,S,ENSEMBLE ORCHESTRAL DAQUITAINE,,006030,000000,29 rue de Sybirol,,,33270,FLOIRAC,PM,,,A,,0001-01-01 00:00:00
332P1911300,1911300,,332P,0001-01-01,0001-01-01,D,S,USEP DE LECOLE PRIMAIRE LA GARENNE,,011010,000000,,,,33160,SAINT-MEDARD-EN-JALLES,PM,,,A,,0001-01-01 00:00:00
332P1911400,1911400,,332P,1991-01-08,0001-01-01,D,S,EMBRUNS ECOUTE ET MUSIQUE A BORDEAUX UNS,,006030,000000,Universite Bx I,351 cours de la Liberation,,33405,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1911500,1911500,,332P,0001-01-01,0001-01-01,D,S,LA FRETA,,007000,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1911700,1911700,,332P,1991-02-08,1991-03-06,D,S,BEGLES FETES,,009030,000000,Mairie,,,33130,BEGLES,PM,,,A,,0001-01-01 00:00:00
332P1912100,1912100,,332P,0001-01-01,0001-01-01,D,S,COLLEGE AQUITAIN DE PARODONTOLOGIE ET DIMPLANTOLOGIE  CAPI,,017000,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1912400,1912400,,332P,0001-01-01,0001-01-01,D,S,ASSOCIATION DES PARENTS DE LA CRECHE DE GRADIGNAN,,021005,000000,38 rue Pierre Corneille,,,33170,GRADIGNAN,PM,,,A,,0001-01-01 00:00:00
332P1912800,1912800,,332P,1991-02-12,1991-03-13,D,S,LES GEVOLANTS,activites aeronautiques en milieu rural,007000,000000,CFPPA de la Gironde,avenue du General de Gaulle,,33290,BLANQUEFORT,PM,,,A,,0001-01-01 00:00:00
332P1913200,1913200,,332P,1991-02-14,1991-03-13,D,S,ASSOCIATION DE GESTION INFORMATIQUE HOTELIERE REGIONALE  A.G.I.H.R,,005020,022515,Centre Topaze  2 rue Jean Bonnardel,Entree B   etage 2,,33140,VILLENAVE DORNON,PM,,,A,,0001-01-01 00:00:00
332P1913300,1913300,,332P,0001-01-01,0001-01-01,D,S,SOLIDARITE FRANCO ROUMAINE DU SUD OUEST,,030000,000000,,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1913900,1913900,,332P,0001-01-01,0001-01-01,D,S,GROUPEMENT DES ASSOCIATIONS DE LUNION SPORTIVE DE LENSEIGNEMENT DU PREMIER DEGRE DE LA CIRCONSCRIPTION SCOLAIRE DE BORDEAUX BEGLES,,011010,000000,,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1914200,1914200,,332P,1991-02-19,1991-03-13,D,S,FLECHE DAQUITAINE OFFSHORE,,011000,000000,5 allee Wagner,,,33170,GRADIGNAN,PM,,,A,,0001-01-01 00:00:00
332P1914700,1914700,,332P,0001-01-01,0001-01-01,D,S,PRIORITE A NOS ENFANTS,,007000,000000,90 RUE Louis Rochemond,,,33130,BEGLES,PM,,,A,,0001-01-01 00:00:00
332P1915700,1915700,,332P,0001-01-01,0001-01-01,D,S,COMACTIVITES,,007000,000000,,,,33185,LE HAILLAN,PM,,,A,,0001-01-01 00:00:00
